"id","click_type","creation_date"
528,BUCKET,2023-02-10 13:41:15.821
570,BUCKET,2023-02-10 13:41:16.286
610,BUCKET,2023-02-10 13:41:16.688
649,BUCKET,2023-02-10 13:41:17.090
690,BUCKET,2023-02-10 13:41:17.550
729,BUCKET,2023-02-10 13:41:17.937
769,BUCKET,2023-02-10 13:41:18.378
809,BUCKET,2023-02-10 13:41:18.781
849,BUCKET,2023-02-10 13:41:19.202
893,BUCKET,2023-02-10 13:41:19.649
934,BUCKET,2023-02-10 13:41:20.099
973,BUCKET,2023-02-10 13:41:20.506
1009,BUCKET,2023-02-10 13:41:46.381
1054,BUCKET,2023-02-10 13:41:46.825
1097,BUCKET,2023-02-10 13:41:47.263
1140,BUCKET,2023-02-10 13:41:47.773
1188,BUCKET,2023-02-10 13:41:48.193
1227,BUCKET,2023-02-10 13:41:48.605
1269,BUCKET,2023-02-10 13:41:49.061
1312,BUCKET,2023-02-10 13:41:49.487
1355,BUCKET,2023-02-10 13:41:50.001
1397,BUCKET,2023-02-10 13:41:50.360
1441,BUCKET,2023-02-10 13:41:50.892
1485,BUCKET,2023-02-10 13:41:51.296
1527,BUCKET,2023-02-10 13:41:51.712
1571,BUCKET,2023-02-10 13:41:52.188
1613,BUCKET,2023-02-10 13:41:52.589
1657,BUCKET,2023-02-10 13:41:53.076
1699,BUCKET,2023-02-10 13:41:53.518
1739,BUCKET,2023-02-10 13:41:53.951
1743,BUCKET,2023-02-10 13:41:53.952
1785,BUCKET,2023-02-10 13:41:54.469
1829,BUCKET,2023-02-10 13:41:54.924
1874,BUCKET,2023-02-10 13:41:55.375
1916,BUCKET,2023-02-10 13:41:55.810
1958,BUCKET,2023-02-10 13:41:56.237
1999,BUCKET,2023-02-10 13:41:56.571
2044,HOME,2023-02-10 13:42:01.681
2087,HOME,2023-02-10 13:42:02.087
2134,HOME,2023-02-10 13:42:02.494
2176,HOME,2023-02-10 13:42:02.951
2222,HOME,2023-02-10 13:42:03.452
2262,HOME,2023-02-10 13:42:03.879
2307,HOME,2023-02-10 13:42:04.321
2349,HOME,2023-02-10 13:42:04.778
2391,HOME,2023-02-10 13:42:05.194
2435,HOME,2023-02-10 13:42:05.657
2477,HOME,2023-02-10 13:42:06.110
2520,HOME,2023-02-10 13:42:06.565
2566,HOME,2023-02-10 13:42:07.063
2601,HOME,2023-02-10 13:42:07.439
2653,HOME,2023-02-10 13:42:07.940
2697,HOME,2023-02-10 13:42:08.409
2739,HOME,2023-02-10 13:42:08.873
2783,HOME,2023-02-10 13:42:09.276
2825,HOME,2023-02-10 13:42:09.712
2869,HOME,2023-02-10 13:42:10.214
2911,HOME,2023-02-10 13:42:10.668
2954,HOME,2023-02-10 13:42:11.092
2997,HOME,2023-02-10 13:42:11.462
170,BUCKET,2023-02-10 13:41:11.872
210,BUCKET,2023-02-10 13:41:12.385
251,BUCKET,2023-02-10 13:41:12.860
291,BUCKET,2023-02-10 13:41:13.314
330,BUCKET,2023-02-10 13:41:13.689
371,BUCKET,2023-02-10 13:41:14.126
410,BUCKET,2023-02-10 13:41:14.539
452,BUCKET,2023-02-10 13:41:14.969
489,BUCKET,2023-02-10 13:41:15.390
530,BUCKET,2023-02-10 13:41:15.820
569,BUCKET,2023-02-10 13:41:16.228
611,BUCKET,2023-02-10 13:41:16.691
650,BUCKET,2023-02-10 13:41:17.111
685,BUCKET,2023-02-10 13:41:17.482
730,BUCKET,2023-02-10 13:41:17.946
770,BUCKET,2023-02-10 13:41:18.393
810,BUCKET,2023-02-10 13:41:18.804
850,BUCKET,2023-02-10 13:41:19.242
895,BUCKET,2023-02-10 13:41:19.661
933,BUCKET,2023-02-10 13:41:20.069
974,BUCKET,2023-02-10 13:41:20.550
1013,BUCKET,2023-02-10 13:41:46.407
1056,BUCKET,2023-02-10 13:41:46.797
1098,BUCKET,2023-02-10 13:41:47.279
1141,BUCKET,2023-02-10 13:41:47.761
1189,BUCKET,2023-02-10 13:41:48.224
1228,BUCKET,2023-02-10 13:41:48.642
1270,BUCKET,2023-02-10 13:41:49.083
1313,BUCKET,2023-02-10 13:41:49.544
1357,BUCKET,2023-02-10 13:41:49.965
1399,BUCKET,2023-02-10 13:41:50.453
1443,BUCKET,2023-02-10 13:41:50.849
1479,BUCKET,2023-02-10 13:41:51.270
1530,BUCKET,2023-02-10 13:41:51.814
1564,BUCKET,2023-02-10 13:41:52.177
1616,BUCKET,2023-02-10 13:41:52.691
1658,BUCKET,2023-02-10 13:41:53.081
1700,BUCKET,2023-02-10 13:41:53.553
1744,BUCKET,2023-02-10 13:41:53.978
1788,BUCKET,2023-02-10 13:41:54.503
1832,BUCKET,2023-02-10 13:41:54.948
1872,BUCKET,2023-02-10 13:41:55.323
1919,BUCKET,2023-02-10 13:41:55.777
1959,BUCKET,2023-02-10 13:41:56.239
2002,HOME,2023-02-10 13:42:01.048
2045,HOME,2023-02-10 13:42:01.683
2088,HOME,2023-02-10 13:42:02.093
2136,HOME,2023-02-10 13:42:02.572
2177,HOME,2023-02-10 13:42:03.022
2217,HOME,2023-02-10 13:42:03.412
2263,HOME,2023-02-10 13:42:03.922
2308,HOME,2023-02-10 13:42:04.337
2350,HOME,2023-02-10 13:42:04.765
2392,HOME,2023-02-10 13:42:05.220
2436,HOME,2023-02-10 13:42:05.658
2478,HOME,2023-02-10 13:42:06.114
2521,HOME,2023-02-10 13:42:06.559
2567,HOME,2023-02-10 13:42:07.019
2610,HOME,2023-02-10 13:42:07.492
2654,HOME,2023-02-10 13:42:07.923
2692,HOME,2023-02-10 13:42:08.431
2742,HOME,2023-02-10 13:42:08.852
2782,HOME,2023-02-10 13:42:09.294
2827,HOME,2023-02-10 13:42:09.737
2871,HOME,2023-02-10 13:42:10.221
2912,HOME,2023-02-10 13:42:10.648
2955,HOME,2023-02-10 13:42:11.108
2998,HOME,2023-02-10 13:42:11.462
171,BUCKET,2023-02-10 13:41:11.923
211,BUCKET,2023-02-10 13:41:12.410
253,BUCKET,2023-02-10 13:41:12.909
292,BUCKET,2023-02-10 13:41:13.292
331,BUCKET,2023-02-10 13:41:13.689
370,BUCKET,2023-02-10 13:41:14.095
411,BUCKET,2023-02-10 13:41:14.540
453,BUCKET,2023-02-10 13:41:14.957
492,BUCKET,2023-02-10 13:41:15.387
531,BUCKET,2023-02-10 13:41:15.821
571,BUCKET,2023-02-10 13:41:16.266
609,BUCKET,2023-02-10 13:41:16.691
652,BUCKET,2023-02-10 13:41:17.088
691,BUCKET,2023-02-10 13:41:17.548
731,BUCKET,2023-02-10 13:41:17.953
772,BUCKET,2023-02-10 13:41:18.393
811,BUCKET,2023-02-10 13:41:18.783
852,BUCKET,2023-02-10 13:41:19.221
896,BUCKET,2023-02-10 13:41:19.663
935,BUCKET,2023-02-10 13:41:20.101
975,BUCKET,2023-02-10 13:41:20.493
1010,BUCKET,2023-02-10 13:41:46.385
1057,BUCKET,2023-02-10 13:41:46.833
1099,BUCKET,2023-02-10 13:41:47.298
1142,BUCKET,2023-02-10 13:41:47.731
1179,BUCKET,2023-02-10 13:41:48.199
1223,BUCKET,2023-02-10 13:41:48.611
1271,BUCKET,2023-02-10 13:41:49.058
1314,BUCKET,2023-02-10 13:41:49.575
1358,BUCKET,2023-02-10 13:41:49.991
1400,BUCKET,2023-02-10 13:41:50.437
1444,BUCKET,2023-02-10 13:41:50.876
1486,BUCKET,2023-02-10 13:41:51.291
1528,BUCKET,2023-02-10 13:41:51.767
1573,BUCKET,2023-02-10 13:41:52.178
1614,BUCKET,2023-02-10 13:41:52.682
1656,BUCKET,2023-02-10 13:41:53.073
1701,BUCKET,2023-02-10 13:41:53.549
1746,BUCKET,2023-02-10 13:41:54.054
1789,BUCKET,2023-02-10 13:41:54.503
1833,BUCKET,2023-02-10 13:41:54.979
1870,BUCKET,2023-02-10 13:41:55.357
1917,BUCKET,2023-02-10 13:41:55.783
1960,BUCKET,2023-02-10 13:41:56.239
2003,HOME,2023-02-10 13:42:01.272
2046,HOME,2023-02-10 13:42:01.674
2089,HOME,2023-02-10 13:42:02.098
2129,HOME,2023-02-10 13:42:02.504
2179,HOME,2023-02-10 13:42:03.021
2223,HOME,2023-02-10 13:42:03.440
2264,HOME,2023-02-10 13:42:03.888
2303,HOME,2023-02-10 13:42:04.314
2351,HOME,2023-02-10 13:42:04.744
2393,HOME,2023-02-10 13:42:05.253
2437,HOME,2023-02-10 13:42:05.654
2479,HOME,2023-02-10 13:42:06.115
2522,HOME,2023-02-10 13:42:06.574
2568,HOME,2023-02-10 13:42:07.018
2611,HOME,2023-02-10 13:42:07.510
2651,HOME,2023-02-10 13:42:07.934
2698,HOME,2023-02-10 13:42:08.484
2741,HOME,2023-02-10 13:42:08.849
2784,HOME,2023-02-10 13:42:09.300
2826,HOME,2023-02-10 13:42:09.733
2872,HOME,2023-02-10 13:42:10.221
2913,HOME,2023-02-10 13:42:10.633
2956,HOME,2023-02-10 13:42:11.096
3001,HOME,2023-02-10 13:42:11.460
3000,HOME,2023-02-10 13:42:11.464
172,BUCKET,2023-02-10 13:41:11.929
212,BUCKET,2023-02-10 13:41:12.380
252,BUCKET,2023-02-10 13:41:12.855
287,BUCKET,2023-02-10 13:41:13.295
332,BUCKET,2023-02-10 13:41:13.709
372,BUCKET,2023-02-10 13:41:14.164
412,BUCKET,2023-02-10 13:41:14.605
448,BUCKET,2023-02-10 13:41:14.955
491,BUCKET,2023-02-10 13:41:15.401
532,BUCKET,2023-02-10 13:41:15.853
572,BUCKET,2023-02-10 13:41:16.250
613,BUCKET,2023-02-10 13:41:16.717
653,BUCKET,2023-02-10 13:41:17.111
693,BUCKET,2023-02-10 13:41:17.524
732,BUCKET,2023-02-10 13:41:17.948
771,BUCKET,2023-02-10 13:41:18.366
812,BUCKET,2023-02-10 13:41:18.792
853,BUCKET,2023-02-10 13:41:19.246
894,BUCKET,2023-02-10 13:41:19.652
936,BUCKET,2023-02-10 13:41:20.074
976,BUCKET,2023-02-10 13:41:20.502
1011,BUCKET,2023-02-10 13:41:46.388
1059,BUCKET,2023-02-10 13:41:46.835
1100,BUCKET,2023-02-10 13:41:47.303
1143,BUCKET,2023-02-10 13:41:47.756
1181,BUCKET,2023-02-10 13:41:48.203
1229,BUCKET,2023-02-10 13:41:48.632
1272,BUCKET,2023-02-10 13:41:49.060
1315,BUCKET,2023-02-10 13:41:49.595
1359,BUCKET,2023-02-10 13:41:49.987
1401,BUCKET,2023-02-10 13:41:50.424
1442,BUCKET,2023-02-10 13:41:50.897
1487,BUCKET,2023-02-10 13:41:51.290
1529,BUCKET,2023-02-10 13:41:51.769
1572,BUCKET,2023-02-10 13:41:52.209
1615,BUCKET,2023-02-10 13:41:52.686
1659,BUCKET,2023-02-10 13:41:53.108
1703,BUCKET,2023-02-10 13:41:53.582
1747,BUCKET,2023-02-10 13:41:54.042
1790,BUCKET,2023-02-10 13:41:54.452
1831,BUCKET,2023-02-10 13:41:54.881
1877,BUCKET,2023-02-10 13:41:55.376
1918,BUCKET,2023-02-10 13:41:55.766
1961,BUCKET,2023-02-10 13:41:56.263
2004,HOME,2023-02-10 13:42:01.283
2047,HOME,2023-02-10 13:42:01.685
2091,HOME,2023-02-10 13:42:02.092
2137,HOME,2023-02-10 13:42:02.563
2180,HOME,2023-02-10 13:42:03.022
2220,HOME,2023-02-10 13:42:03.446
2266,HOME,2023-02-10 13:42:03.891
2310,HOME,2023-02-10 13:42:04.361
2347,HOME,2023-02-10 13:42:04.745
2394,HOME,2023-02-10 13:42:05.234
2434,HOME,2023-02-10 13:42:05.664
2480,HOME,2023-02-10 13:42:06.116
2523,HOME,2023-02-10 13:42:06.619
2573,HOME,2023-02-10 13:42:07.116
2612,HOME,2023-02-10 13:42:07.522
2657,HOME,2023-02-10 13:42:08.012
2699,HOME,2023-02-10 13:42:08.473
2743,HOME,2023-02-10 13:42:08.856
2785,HOME,2023-02-10 13:42:09.303
2828,HOME,2023-02-10 13:42:09.755
2866,HOME,2023-02-10 13:42:10.181
2914,HOME,2023-02-10 13:42:10.682
2958,HOME,2023-02-10 13:42:11.103
2999,HOME,2023-02-10 13:42:11.466
174,BUCKET,2023-02-10 13:41:11.959
213,BUCKET,2023-02-10 13:41:12.477
250,BUCKET,2023-02-10 13:41:12.858
293,BUCKET,2023-02-10 13:41:13.293
335,BUCKET,2023-02-10 13:41:13.750
373,BUCKET,2023-02-10 13:41:14.159
413,BUCKET,2023-02-10 13:41:14.618
454,BUCKET,2023-02-10 13:41:15.011
494,BUCKET,2023-02-10 13:41:15.404
533,BUCKET,2023-02-10 13:41:15.838
573,BUCKET,2023-02-10 13:41:16.263
614,BUCKET,2023-02-10 13:41:16.696
651,BUCKET,2023-02-10 13:41:17.106
692,BUCKET,2023-02-10 13:41:17.540
733,BUCKET,2023-02-10 13:41:17.951
773,BUCKET,2023-02-10 13:41:18.392
814,BUCKET,2023-02-10 13:41:18.837
854,BUCKET,2023-02-10 13:41:19.243
899,BUCKET,2023-02-10 13:41:19.693
938,BUCKET,2023-02-10 13:41:20.143
979,BUCKET,2023-02-10 13:41:20.589
1015,BUCKET,2023-02-10 13:41:46.414
1060,BUCKET,2023-02-10 13:41:46.826
1101,BUCKET,2023-02-10 13:41:47.290
1146,BUCKET,2023-02-10 13:41:47.744
1180,BUCKET,2023-02-10 13:41:48.202
1230,BUCKET,2023-02-10 13:41:48.637
1274,BUCKET,2023-02-10 13:41:49.088
1316,BUCKET,2023-02-10 13:41:49.598
1360,BUCKET,2023-02-10 13:41:49.992
1402,BUCKET,2023-02-10 13:41:50.479
1445,BUCKET,2023-02-10 13:41:50.907
1489,BUCKET,2023-02-10 13:41:51.335
1532,BUCKET,2023-02-10 13:41:51.784
1574,BUCKET,2023-02-10 13:41:52.212
1618,BUCKET,2023-02-10 13:41:52.659
1660,BUCKET,2023-02-10 13:41:53.130
1702,BUCKET,2023-02-10 13:41:53.578
1745,BUCKET,2023-02-10 13:41:54.035
1791,BUCKET,2023-02-10 13:41:54.460
1830,BUCKET,2023-02-10 13:41:54.906
1875,BUCKET,2023-02-10 13:41:55.338
1921,BUCKET,2023-02-10 13:41:55.856
1962,BUCKET,2023-02-10 13:41:56.253
2007,HOME,2023-02-10 13:42:01.274
2048,HOME,2023-02-10 13:42:01.670
2092,HOME,2023-02-10 13:42:02.130
2135,HOME,2023-02-10 13:42:02.506
2181,HOME,2023-02-10 13:42:03.038
2224,HOME,2023-02-10 13:42:03.486
2267,HOME,2023-02-10 13:42:03.916
2311,HOME,2023-02-10 13:42:04.353
2352,HOME,2023-02-10 13:42:04.823
2395,HOME,2023-02-10 13:42:05.266
2438,HOME,2023-02-10 13:42:05.702
2482,HOME,2023-02-10 13:42:06.152
2525,HOME,2023-02-10 13:42:06.659
2574,HOME,2023-02-10 13:42:07.110
2613,HOME,2023-02-10 13:42:07.527
2659,HOME,2023-02-10 13:42:08.015
2701,HOME,2023-02-10 13:42:08.452
2744,HOME,2023-02-10 13:42:08.877
2787,HOME,2023-02-10 13:42:09.358
2829,HOME,2023-02-10 13:42:09.807
2874,HOME,2023-02-10 13:42:10.243
2915,HOME,2023-02-10 13:42:10.668
2957,HOME,2023-02-10 13:42:11.093
173,BUCKET,2023-02-10 13:41:11.946
215,BUCKET,2023-02-10 13:41:12.488
254,BUCKET,2023-02-10 13:41:12.858
294,BUCKET,2023-02-10 13:41:13.333
336,BUCKET,2023-02-10 13:41:13.746
374,BUCKET,2023-02-10 13:41:14.173
414,BUCKET,2023-02-10 13:41:14.614
455,BUCKET,2023-02-10 13:41:15.044
495,BUCKET,2023-02-10 13:41:15.440
534,BUCKET,2023-02-10 13:41:15.898
574,BUCKET,2023-02-10 13:41:16.263
615,BUCKET,2023-02-10 13:41:16.690
654,BUCKET,2023-02-10 13:41:17.120
694,BUCKET,2023-02-10 13:41:17.568
735,BUCKET,2023-02-10 13:41:18.053
776,BUCKET,2023-02-10 13:41:18.432
816,BUCKET,2023-02-10 13:41:18.843
855,BUCKET,2023-02-10 13:41:19.251
900,BUCKET,2023-02-10 13:41:19.696
939,BUCKET,2023-02-10 13:41:20.140
981,BUCKET,2023-02-10 13:41:20.551
1014,BUCKET,2023-02-10 13:41:46.386
1055,BUCKET,2023-02-10 13:41:46.830
1102,BUCKET,2023-02-10 13:41:47.339
1144,BUCKET,2023-02-10 13:41:47.768
1184,BUCKET,2023-02-10 13:41:48.192
1231,BUCKET,2023-02-10 13:41:48.691
1275,BUCKET,2023-02-10 13:41:49.083
1317,BUCKET,2023-02-10 13:41:49.547
1361,BUCKET,2023-02-10 13:41:50.048
1403,BUCKET,2023-02-10 13:41:50.476
1447,BUCKET,2023-02-10 13:41:50.871
1490,BUCKET,2023-02-10 13:41:51.370
1533,BUCKET,2023-02-10 13:41:51.795
1575,BUCKET,2023-02-10 13:41:52.237
1617,BUCKET,2023-02-10 13:41:52.695
1661,BUCKET,2023-02-10 13:41:53.184
1704,BUCKET,2023-02-10 13:41:53.586
1748,BUCKET,2023-02-10 13:41:54.040
1792,BUCKET,2023-02-10 13:41:54.498
1834,BUCKET,2023-02-10 13:41:54.983
1878,BUCKET,2023-02-10 13:41:55.367
1915,BUCKET,2023-02-10 13:41:55.829
1963,BUCKET,2023-02-10 13:41:56.259
2006,HOME,2023-02-10 13:42:01.279
2051,HOME,2023-02-10 13:42:01.665
2090,HOME,2023-02-10 13:42:02.105
2138,HOME,2023-02-10 13:42:02.567
2182,HOME,2023-02-10 13:42:03.023
2226,HOME,2023-02-10 13:42:03.501
2268,HOME,2023-02-10 13:42:03.946
2312,HOME,2023-02-10 13:42:04.370
2353,HOME,2023-02-10 13:42:04.856
2396,HOME,2023-02-10 13:42:05.250
2439,HOME,2023-02-10 13:42:05.731
2483,HOME,2023-02-10 13:42:06.152
2526,HOME,2023-02-10 13:42:06.616
2570,HOME,2023-02-10 13:42:07.095
2615,HOME,2023-02-10 13:42:07.555
2660,HOME,2023-02-10 13:42:07.994
2702,HOME,2023-02-10 13:42:08.408
2740,HOME,2023-02-10 13:42:08.888
2788,HOME,2023-02-10 13:42:09.360
2830,HOME,2023-02-10 13:42:09.738
2870,HOME,2023-02-10 13:42:10.214
2916,HOME,2023-02-10 13:42:10.676
2959,HOME,2023-02-10 13:42:11.105
175,BUCKET,2023-02-10 13:41:11.968
214,BUCKET,2023-02-10 13:41:12.496
255,BUCKET,2023-02-10 13:41:12.907
295,BUCKET,2023-02-10 13:41:13.315
334,BUCKET,2023-02-10 13:41:13.748
376,BUCKET,2023-02-10 13:41:14.149
415,BUCKET,2023-02-10 13:41:14.572
456,BUCKET,2023-02-10 13:41:15.045
493,BUCKET,2023-02-10 13:41:15.414
535,BUCKET,2023-02-10 13:41:15.858
575,BUCKET,2023-02-10 13:41:16.302
612,BUCKET,2023-02-10 13:41:16.724
655,BUCKET,2023-02-10 13:41:17.119
697,BUCKET,2023-02-10 13:41:17.597
736,BUCKET,2023-02-10 13:41:18.057
777,BUCKET,2023-02-10 13:41:18.438
817,BUCKET,2023-02-10 13:41:18.861
856,BUCKET,2023-02-10 13:41:19.239
897,BUCKET,2023-02-10 13:41:19.704
940,BUCKET,2023-02-10 13:41:20.141
977,BUCKET,2023-02-10 13:41:20.561
1017,BUCKET,2023-02-10 13:41:46.435
1058,BUCKET,2023-02-10 13:41:46.832
1105,BUCKET,2023-02-10 13:41:47.343
1145,BUCKET,2023-02-10 13:41:47.783
1187,BUCKET,2023-02-10 13:41:48.218
1232,BUCKET,2023-02-10 13:41:48.671
1273,BUCKET,2023-02-10 13:41:49.081
1319,BUCKET,2023-02-10 13:41:49.560
1356,BUCKET,2023-02-10 13:41:49.966
1404,BUCKET,2023-02-10 13:41:50.465
1448,BUCKET,2023-02-10 13:41:50.902
1491,BUCKET,2023-02-10 13:41:51.365
1534,BUCKET,2023-02-10 13:41:51.800
1576,BUCKET,2023-02-10 13:41:52.285
1619,BUCKET,2023-02-10 13:41:52.718
1662,BUCKET,2023-02-10 13:41:53.147
1705,BUCKET,2023-02-10 13:41:53.632
1749,BUCKET,2023-02-10 13:41:54.069
1787,BUCKET,2023-02-10 13:41:54.529
1835,BUCKET,2023-02-10 13:41:54.984
1876,BUCKET,2023-02-10 13:41:55.369
1922,BUCKET,2023-02-10 13:41:55.853
1964,BUCKET,2023-02-10 13:41:56.310
2018,HOME,2023-02-10 13:42:01.293
2050,HOME,2023-02-10 13:42:01.666
2093,HOME,2023-02-10 13:42:02.124
2139,HOME,2023-02-10 13:42:02.579
2183,HOME,2023-02-10 13:42:03.015
2227,HOME,2023-02-10 13:42:03.500
2269,HOME,2023-02-10 13:42:03.957
2306,HOME,2023-02-10 13:42:04.313
2354,HOME,2023-02-10 13:42:04.828
2398,HOME,2023-02-10 13:42:05.271
2441,HOME,2023-02-10 13:42:05.689
2485,HOME,2023-02-10 13:42:06.217
2529,HOME,2023-02-10 13:42:06.613
2571,HOME,2023-02-10 13:42:07.058
2616,HOME,2023-02-10 13:42:07.542
2655,HOME,2023-02-10 13:42:08.000
2656,HOME,2023-02-10 13:42:08.003
2703,HOME,2023-02-10 13:42:08.451
2745,HOME,2023-02-10 13:42:08.900
2789,HOME,2023-02-10 13:42:09.343
2831,HOME,2023-02-10 13:42:09.754
2873,HOME,2023-02-10 13:42:10.208
2918,HOME,2023-02-10 13:42:10.714
2960,HOME,2023-02-10 13:42:11.163
176,BUCKET,2023-02-10 13:41:11.991
216,BUCKET,2023-02-10 13:41:12.514
257,BUCKET,2023-02-10 13:41:12.906
296,BUCKET,2023-02-10 13:41:13.328
333,BUCKET,2023-02-10 13:41:13.746
375,BUCKET,2023-02-10 13:41:14.156
416,BUCKET,2023-02-10 13:41:14.580
449,BUCKET,2023-02-10 13:41:14.996
496,BUCKET,2023-02-10 13:41:15.475
536,BUCKET,2023-02-10 13:41:15.904
577,BUCKET,2023-02-10 13:41:16.322
616,BUCKET,2023-02-10 13:41:16.773
656,BUCKET,2023-02-10 13:41:17.186
698,BUCKET,2023-02-10 13:41:17.644
734,BUCKET,2023-02-10 13:41:17.994
778,BUCKET,2023-02-10 13:41:18.443
815,BUCKET,2023-02-10 13:41:18.840
851,BUCKET,2023-02-10 13:41:19.236
898,BUCKET,2023-02-10 13:41:19.709
937,BUCKET,2023-02-10 13:41:20.118
982,BUCKET,2023-02-10 13:41:20.558
1018,BUCKET,2023-02-10 13:41:46.411
1061,BUCKET,2023-02-10 13:41:46.892
1103,BUCKET,2023-02-10 13:41:47.358
1147,BUCKET,2023-02-10 13:41:47.768
1190,BUCKET,2023-02-10 13:41:48.260
1233,BUCKET,2023-02-10 13:41:48.691
1276,BUCKET,2023-02-10 13:41:49.148
1320,BUCKET,2023-02-10 13:41:49.602
1362,BUCKET,2023-02-10 13:41:50.010
1405,BUCKET,2023-02-10 13:41:50.487
1446,BUCKET,2023-02-10 13:41:50.903
1492,BUCKET,2023-02-10 13:41:51.368
1535,BUCKET,2023-02-10 13:41:51.809
1577,BUCKET,2023-02-10 13:41:52.236
1622,BUCKET,2023-02-10 13:41:52.685
1663,BUCKET,2023-02-10 13:41:53.193
1707,BUCKET,2023-02-10 13:41:53.591
1751,BUCKET,2023-02-10 13:41:54.070
1794,BUCKET,2023-02-10 13:41:54.605
1836,BUCKET,2023-02-10 13:41:55.011
1881,BUCKET,2023-02-10 13:41:55.437
1923,BUCKET,2023-02-10 13:41:55.876
1965,BUCKET,2023-02-10 13:41:56.335
2005,HOME,2023-02-10 13:42:01.289
2049,HOME,2023-02-10 13:42:01.675
2094,HOME,2023-02-10 13:42:02.079
2140,HOME,2023-02-10 13:42:02.610
2185,HOME,2023-02-10 13:42:03.026
2221,HOME,2023-02-10 13:42:03.480
2270,HOME,2023-02-10 13:42:03.954
2313,HOME,2023-02-10 13:42:04.417
2355,HOME,2023-02-10 13:42:04.831
2397,HOME,2023-02-10 13:42:05.262
2442,HOME,2023-02-10 13:42:05.762
2484,HOME,2023-02-10 13:42:06.163
2524,HOME,2023-02-10 13:42:06.612
2576,HOME,2023-02-10 13:42:07.141
2617,HOME,2023-02-10 13:42:07.545
2661,HOME,2023-02-10 13:42:08.050
2700,HOME,2023-02-10 13:42:08.457
2746,HOME,2023-02-10 13:42:08.925
2790,HOME,2023-02-10 13:42:09.349
2832,HOME,2023-02-10 13:42:09.805
2875,HOME,2023-02-10 13:42:10.279
2917,HOME,2023-02-10 13:42:10.658
2962,HOME,2023-02-10 13:42:11.161
177,BUCKET,2023-02-10 13:41:11.984
217,BUCKET,2023-02-10 13:41:12.527
256,BUCKET,2023-02-10 13:41:12.903
297,BUCKET,2023-02-10 13:41:13.382
337,BUCKET,2023-02-10 13:41:13.793
378,BUCKET,2023-02-10 13:41:14.222
417,BUCKET,2023-02-10 13:41:14.604
457,BUCKET,2023-02-10 13:41:15.001
497,BUCKET,2023-02-10 13:41:15.471
539,BUCKET,2023-02-10 13:41:15.911
578,BUCKET,2023-02-10 13:41:16.323
617,BUCKET,2023-02-10 13:41:16.766
657,BUCKET,2023-02-10 13:41:17.191
699,BUCKET,2023-02-10 13:41:17.588
737,BUCKET,2023-02-10 13:41:18.045
779,BUCKET,2023-02-10 13:41:18.462
819,BUCKET,2023-02-10 13:41:18.906
858,BUCKET,2023-02-10 13:41:19.280
901,BUCKET,2023-02-10 13:41:19.724
941,BUCKET,2023-02-10 13:41:20.145
983,BUCKET,2023-02-10 13:41:20.559
1016,BUCKET,2023-02-10 13:41:46.406
1062,BUCKET,2023-02-10 13:41:46.929
1107,BUCKET,2023-02-10 13:41:47.359
1150,BUCKET,2023-02-10 13:41:47.822
1191,BUCKET,2023-02-10 13:41:48.271
1234,BUCKET,2023-02-10 13:41:48.709
1277,BUCKET,2023-02-10 13:41:49.167
1321,BUCKET,2023-02-10 13:41:49.607
1363,BUCKET,2023-02-10 13:41:50.092
1406,BUCKET,2023-02-10 13:41:50.486
1449,BUCKET,2023-02-10 13:41:50.981
1494,BUCKET,2023-02-10 13:41:51.406
1536,BUCKET,2023-02-10 13:41:51.825
1578,BUCKET,2023-02-10 13:41:52.307
1621,BUCKET,2023-02-10 13:41:52.708
1664,BUCKET,2023-02-10 13:41:53.177
1708,BUCKET,2023-02-10 13:41:53.663
1750,BUCKET,2023-02-10 13:41:54.062
1796,BUCKET,2023-02-10 13:41:54.520
1838,BUCKET,2023-02-10 13:41:54.990
1879,BUCKET,2023-02-10 13:41:55.457
1924,BUCKET,2023-02-10 13:41:55.861
1967,BUCKET,2023-02-10 13:41:56.348
2008,HOME,2023-02-10 13:42:01.288
2052,HOME,2023-02-10 13:42:01.684
2095,HOME,2023-02-10 13:42:02.078
2142,HOME,2023-02-10 13:42:02.602
2186,HOME,2023-02-10 13:42:03.073
2228,HOME,2023-02-10 13:42:03.478
2265,HOME,2023-02-10 13:42:03.916
2314,HOME,2023-02-10 13:42:04.417
2360,HOME,2023-02-10 13:42:04.845
2399,HOME,2023-02-10 13:42:05.282
2443,HOME,2023-02-10 13:42:05.746
2486,HOME,2023-02-10 13:42:06.218
2530,HOME,2023-02-10 13:42:06.628
2577,HOME,2023-02-10 13:42:07.147
2618,HOME,2023-02-10 13:42:07.544
2662,HOME,2023-02-10 13:42:08.024
2704,HOME,2023-02-10 13:42:08.462
2747,HOME,2023-02-10 13:42:08.934
2786,HOME,2023-02-10 13:42:09.343
2833,HOME,2023-02-10 13:42:09.816
2877,HOME,2023-02-10 13:42:10.248
2921,HOME,2023-02-10 13:42:10.731
2961,HOME,2023-02-10 13:42:11.176
178,BUCKET,2023-02-10 13:41:11.992
218,BUCKET,2023-02-10 13:41:12.494
258,BUCKET,2023-02-10 13:41:12.934
298,BUCKET,2023-02-10 13:41:13.356
338,BUCKET,2023-02-10 13:41:13.782
379,BUCKET,2023-02-10 13:41:14.260
418,BUCKET,2023-02-10 13:41:14.644
